id,first_name,last_name,email,gender,part_time_job,weekly_self_study_hours,career_aspiration,interest_areas,skills,education_level,experience,career_goals
1658,Robert,Kirby,robert.kirby.1658@gslingacademy.com,male,False,1,Automation Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
1659,Eric,Ross,eric.ross.1659@gslingacademy.com,male,True,12,Cybersecurity Engineer,Cybersecurity_Cloud Computing,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
1660,Rachael,Perry,rachael.perry.1660@gslingacademy.com,female,False,21,Technical Writer,Technical Writing_Software Architecture,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
1661,Kenneth,Gallagher,kenneth.gallagher.1661@gslingacademy.com,male,False,18,Data Engineer,Database Management_Software Development,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
1662,Thomas,Scott,thomas.scott.1662@gslingacademy.com,male,True,5,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
1663,Elizabeth,Jones,elizabeth.jones.1663@gslingacademy.com,female,False,2,Mobile App Tester,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
1664,Matthew,Bartlett,matthew.bartlett.1664@gslingacademy.com,male,False,27,Automation Tester,Software Testing_QA,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
1665,Kendra,Perez,kendra.perez.1665@gslingacademy.com,female,True,18,FullStack Developer,Web Development_UI/UX Design,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
1666,Daniel,Brewer,daniel.brewer.1666@gslingacademy.com,male,False,28,Business Systems Analyst,Business Systems Analysis_Product Management,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
1667,Cody,Tyler,cody.tyler.1667@gslingacademy.com,male,False,1,UI Designer,User Experience Design_User Interface Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
1668,Nicholas,Conrad,nicholas.conrad.1668@gslingacademy.com,male,False,42,Information Security Specialist,Cybersecurity_Cloud Computing,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
1669,Emma,Morris,emma.morris.1669@gslingacademy.com,female,False,21,Software Architect,Technical Writing_Software Architecture,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
1670,David,Brown,david.brown.1670@gslingacademy.com,male,False,31,IoT Engineer,Robotics_Automation_IoT,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
1671,Charlotte,Zuniga,charlotte.zuniga.1671@gslingacademy.com,female,False,34,Mobile App Developer,Web Development_UI/UX Design,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
1672,Luis,Knight,luis.knight.1672@gslingacademy.com,male,False,5,Performance Tester,Software Testing_QA,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
1673,Matthew,Moore,matthew.moore.1673@gslingacademy.com,male,False,46,Product Manager,Business Systems Analysis_Product Management,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
1674,Jennifer,Chan,jennifer.chan.1674@gslingacademy.com,female,False,9,FullStack Developer,Web Development_UI/UX Design,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
1675,Christopher,Evans,christopher.evans.1675@gslingacademy.com,male,False,26,Android Developer,Mobile App Development_Game Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
1676,Tara,Haynes,tara.haynes.1676@gslingacademy.com,female,False,31,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
1677,Jason,Flores,jason.flores.1677@gslingacademy.com,male,False,27,Network Security Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
1678,David,Flores,david.flores.1678@gslingacademy.com,male,True,28,Database Developer,Database Management_Software Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
1679,Patricia,Rivera,patricia.rivera.1679@gslingacademy.com,female,False,5,Machine Learning Engineer,Robotics_Automation_IoT,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
1680,Alexis,Freeman,alexis.freeman.1680@gslingacademy.com,female,False,4,Security Tester,Software Testing_QA,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
1681,Scott,Baxter,scott.baxter.1681@gslingacademy.com,male,False,33,Frontend Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
1682,Kyle,Rubio,kyle.rubio.1682@gslingacademy.com,male,False,16,Android Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
1683,Nancy,Montes,nancy.montes.1683@gslingacademy.com,female,False,15,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
1684,Andre,Graham,andre.graham.1684@gslingacademy.com,male,False,10,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
1685,Christine,Rivera,christine.rivera.1685@gslingacademy.com,female,False,18,Database Designer,Database Management_Software Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
1686,William,Holt,william.holt.1686@gslingacademy.com,male,False,12,Robotics Engineer,Robotics_Automation_IoT,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
1687,Tammy,Morris,tammy.morris.1687@gslingacademy.com,female,False,25,Software Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
1688,Kimberly,Bates,kimberly.bates.1688@gslingacademy.com,female,False,23,Business Systems Analyst,Business Systems Analysis_Product Management,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
1689,Sheena,Murphy,sheena.murphy.1689@gslingacademy.com,female,False,8,UX Designer,User Experience Design_User Interface Design,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
1690,Robert,Mccall,robert.mccall.1690@gslingacademy.com,male,False,32,Software Architect,Technical Writing_Software Architecture,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
1691,Julie,Floyd,julie.floyd.1691@gslingacademy.com,female,True,0,iOS Developer,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
1692,Barry,Taylor,barry.taylor.1692@gslingacademy.com,male,False,0,Product Manager,Business Systems Analysis_Product Management,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
1693,Dennis,Gonzalez,dennis.gonzalez.1693@gslingacademy.com,male,False,6,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
1694,Angel,Williams,angel.williams.1694@gslingacademy.com,male,False,5,UI Designer,User Experience Design_User Interface Design,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
1695,Ronald,Palmer,ronald.palmer.1695@gslingacademy.com,male,False,16,Database Developer,Database Management_Software Development,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
1696,Dustin,Stanley,dustin.stanley.1696@gslingacademy.com,male,False,4,Game Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
1697,Jennifer,Lewis,jennifer.lewis.1697@gslingacademy.com,female,True,2,Backend Developer,Web Development_UI/UX Design,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
1698,Mark,Gardner,mark.gardner.1698@gslingacademy.com,male,False,35,Automation Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
1699,Laura,Barber,laura.barber.1699@gslingacademy.com,female,False,34,Cybersecurity Engineer,Cybersecurity_Cloud Computing,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
1700,Nicole,Weeks,nicole.weeks.1700@gslingacademy.com,female,False,7,Technical Writer,Technical Writing_Software Architecture,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
1701,Ricky,Walker,ricky.walker.1701@gslingacademy.com,male,False,14,Data Engineer,Database Management_Software Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
1702,Whitney,Walls,whitney.walls.1702@gslingacademy.com,female,False,24,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
1703,Catherine,May,catherine.may.1703@gslingacademy.com,female,False,25,Mobile App Tester,Mobile App Development_Game Development,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
1704,Joel,Williams,joel.williams.1704@gslingacademy.com,male,False,3,Automation Tester,Software Testing_QA,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
1705,Daisy,Ellis,daisy.ellis.1705@gslingacademy.com,female,True,0,FullStack Developer,Web Development_UI/UX Design,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
1706,Deborah,Miller,deborah.miller.1706@gslingacademy.com,female,False,33,Business Systems Analyst,Business Systems Analysis_Product Management,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
1707,David,Hoffman,david.hoffman.1707@gslingacademy.com,male,False,12,UI Designer,User Experience Design_User Interface Design,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
1708,Rebecca,Pearson,rebecca.pearson.1708@gslingacademy.com,female,False,1,Information Security Specialist,Cybersecurity_Cloud Computing,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
1709,Mitchell,Walker,mitchell.walker.1709@gslingacademy.com,male,False,19,Software Architect,Technical Writing_Software Architecture,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
1710,James,Sherman,james.sherman.1710@gslingacademy.com,male,False,2,IoT Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
1711,Justin,Johnson,justin.johnson.1711@gslingacademy.com,male,False,3,Mobile App Developer,Web Development_UI/UX Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
1712,Brenda,Morales,brenda.morales.1712@gslingacademy.com,female,False,1,Performance Tester,Software Testing_QA,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
1713,Jesse,Melton,jesse.melton.1713@gslingacademy.com,male,False,48,Product Manager,Business Systems Analysis_Product Management,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
1714,Jon,Mendoza,jon.mendoza.1714@gslingacademy.com,male,False,32,FullStack Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
1715,Samantha,Anderson,samantha.anderson.1715@gslingacademy.com,female,False,1,Android Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
1716,Lindsay,Love,lindsay.love.1716@gslingacademy.com,female,False,22,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
1717,John,Benson,john.benson.1717@gslingacademy.com,male,False,16,Network Security Specialist,Cybersecurity_Cloud Computing,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
1718,Isaiah,Cruz,isaiah.cruz.1718@gslingacademy.com,male,True,15,Database Developer,Database Management_Software Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
1719,Brian,Baker,brian.baker.1719@gslingacademy.com,male,False,26,Machine Learning Engineer,Robotics_Automation_IoT,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
1720,Joshua,Dillon,joshua.dillon.1720@gslingacademy.com,male,False,46,Security Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
1721,Christopher,Stephens,christopher.stephens.1721@gslingacademy.com,male,True,31,Frontend Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
1722,Kimberly,Shaw,kimberly.shaw.1722@gslingacademy.com,female,False,4,Android Developer,Mobile App Development_Game Development,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
1723,Colleen,Vargas,colleen.vargas.1723@gslingacademy.com,female,False,5,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
1724,Mark,Mathews,mark.mathews.1724@gslingacademy.com,male,False,21,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
1725,Teresa,Lopez,teresa.lopez.1725@gslingacademy.com,female,False,26,Database Designer,Database Management_Software Development,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
1726,Laura,Allen,laura.allen.1726@gslingacademy.com,female,False,3,Robotics Engineer,Robotics_Automation_IoT,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
1727,Lisa,Sosa,lisa.sosa.1727@gslingacademy.com,female,False,11,Software Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
1728,Drew,Nelson,drew.nelson.1728@gslingacademy.com,male,False,5,Business Systems Analyst,Business Systems Analysis_Product Management,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
1729,Kimberly,Brooks,kimberly.brooks.1729@gslingacademy.com,female,False,19,UX Designer,User Experience Design_User Interface Design,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
1730,Carla,Lopez,carla.lopez.1730@gslingacademy.com,female,True,3,Software Architect,Technical Writing_Software Architecture,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
1731,Keith,Smith,keith.smith.1731@gslingacademy.com,male,True,15,iOS Developer,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
1732,Eric,Erickson,eric.erickson.1732@gslingacademy.com,male,False,32,Product Manager,Business Systems Analysis_Product Management,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
1733,Juan,Baker,juan.baker.1733@gslingacademy.com,male,True,4,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
1734,Kyle,Harrison,kyle.harrison.1734@gslingacademy.com,male,False,31,UI Designer,User Experience Design_User Interface Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
1735,Duane,Meyers,duane.meyers.1735@gslingacademy.com,male,False,19,Database Developer,Database Management_Software Development,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
1736,Marissa,May,marissa.may.1736@gslingacademy.com,female,False,16,Game Developer,Mobile App Development_Game Development,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
1737,Shane,Lopez,shane.lopez.1737@gslingacademy.com,male,False,29,Backend Developer,Web Development_UI/UX Design,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
1738,Eric,Obrien,eric.obrien.1738@gslingacademy.com,male,False,26,Automation Engineer,Robotics_Automation_IoT,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
1739,Kevin,Joyce,kevin.joyce.1739@gslingacademy.com,male,True,27,Cybersecurity Engineer,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
1740,Thomas,Ward,thomas.ward.1740@gslingacademy.com,male,False,35,Technical Writer,Technical Writing_Software Architecture,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
1741,Toni,Smith,toni.smith.1741@gslingacademy.com,female,False,26,Data Engineer,Database Management_Software Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
1742,Caitlin,Moody,caitlin.moody.1742@gslingacademy.com,female,True,28,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
1743,Justin,Ryan,justin.ryan.1743@gslingacademy.com,male,True,32,Mobile App Tester,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
1744,Joseph,Griffin,joseph.griffin.1744@gslingacademy.com,male,False,33,Automation Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
1745,Dawn,Fox,dawn.fox.1745@gslingacademy.com,female,False,18,FullStack Developer,Web Development_UI/UX Design,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
1746,David,Ochoa,david.ochoa.1746@gslingacademy.com,male,False,18,Business Systems Analyst,Business Systems Analysis_Product Management,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
1747,Bonnie,Brown,bonnie.brown.1747@gslingacademy.com,female,False,9,UI Designer,User Experience Design_User Interface Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
1748,Michael,Evans,michael.evans.1748@gslingacademy.com,male,True,25,Information Security Specialist,Cybersecurity_Cloud Computing,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
1749,Molly,Meadows,molly.meadows.1749@gslingacademy.com,female,False,18,Software Architect,Technical Writing_Software Architecture,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
1750,Dana,Peters,dana.peters.1750@gslingacademy.com,female,False,3,IoT Engineer,Robotics_Automation_IoT,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
1751,Patricia,Phelps,patricia.phelps.1751@gslingacademy.com,female,False,34,Mobile App Developer,Web Development_UI/UX Design,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
1752,Maria,Jones,maria.jones.1752@gslingacademy.com,female,False,4,Performance Tester,Software Testing_QA,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
1753,Anthony,Johns,anthony.johns.1753@gslingacademy.com,male,False,14,Product Manager,Business Systems Analysis_Product Management,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
1754,David,Schmidt,david.schmidt.1754@gslingacademy.com,male,True,8,FullStack Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
1755,Amanda,Cox,amanda.cox.1755@gslingacademy.com,female,False,35,Android Developer,Mobile App Development_Game Development,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
1756,William,Patterson,william.patterson.1756@gslingacademy.com,male,False,2,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
1757,Sydney,Wood,sydney.wood.1757@gslingacademy.com,female,False,27,Network Security Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
1758,Donald,Fischer,donald.fischer.1758@gslingacademy.com,male,False,20,Database Developer,Database Management_Software Development,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
1759,Anthony,Palmer,anthony.palmer.1759@gslingacademy.com,male,False,21,Machine Learning Engineer,Robotics_Automation_IoT,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
1760,Christina,Garcia,christina.garcia.1760@gslingacademy.com,female,False,6,Security Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
1761,Misty,Anderson,misty.anderson.1761@gslingacademy.com,female,False,18,Frontend Developer,Web Development_UI/UX Design,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
1762,Shannon,Weber,shannon.weber.1762@gslingacademy.com,female,False,7,Android Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
1763,Jennifer,Palmer,jennifer.palmer.1763@gslingacademy.com,female,False,24,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
1764,Michael,Arnold,michael.arnold.1764@gslingacademy.com,male,False,21,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
1765,James,Hernandez,james.hernandez.1765@gslingacademy.com,male,False,2,Database Designer,Database Management_Software Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
1766,Erin,Cannon,erin.cannon.1766@gslingacademy.com,female,True,34,Robotics Engineer,Robotics_Automation_IoT,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
1767,Nicole,Lee,nicole.lee.1767@gslingacademy.com,female,False,0,Software Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
1768,Jacob,Ross,jacob.ross.1768@gslingacademy.com,male,False,17,Business Systems Analyst,Business Systems Analysis_Product Management,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
1769,Morgan,Cisneros,morgan.cisneros.1769@gslingacademy.com,female,False,10,UX Designer,User Experience Design_User Interface Design,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
1770,Amber,Stuart,amber.stuart.1770@gslingacademy.com,female,False,35,Software Architect,Technical Writing_Software Architecture,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
1771,Tyler,Griffin,tyler.griffin.1771@gslingacademy.com,male,False,27,iOS Developer,Mobile App Development_Game Development,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
1772,Daniel,Gonzalez,daniel.gonzalez.1772@gslingacademy.com,male,False,30,Product Manager,Business Systems Analysis_Product Management,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
1773,Joseph,Jones,joseph.jones.1773@gslingacademy.com,male,False,35,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
1774,Jessica,Hampton,jessica.hampton.1774@gslingacademy.com,female,True,5,UI Designer,User Experience Design_User Interface Design,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
1775,Deborah,Butler,deborah.butler.1775@gslingacademy.com,female,False,10,Database Developer,Database Management_Software Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
1776,Julie,Black,julie.black.1776@gslingacademy.com,female,True,1,Game Developer,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
1777,Bryan,Dorsey,bryan.dorsey.1777@gslingacademy.com,male,True,0,Backend Developer,Web Development_UI/UX Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
1778,Chad,Gomez,chad.gomez.1778@gslingacademy.com,male,True,30,Automation Engineer,Robotics_Automation_IoT,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
1779,Andrew,Clark,andrew.clark.1779@gslingacademy.com,male,False,3,Cybersecurity Engineer,Cybersecurity_Cloud Computing,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
1780,Brian,Wright,brian.wright.1780@gslingacademy.com,male,False,18,Technical Writer,Technical Writing_Software Architecture,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
1781,Jessica,Smith,jessica.smith.1781@gslingacademy.com,female,True,0,Data Engineer,Database Management_Software Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
1782,Thomas,Brooks,thomas.brooks.1782@gslingacademy.com,male,True,15,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
1783,Kimberly,Knox,kimberly.knox.1783@gslingacademy.com,female,True,43,Mobile App Tester,Mobile App Development_Game Development,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
1784,Jamie,Mccarthy,jamie.mccarthy.1784@gslingacademy.com,male,False,16,Automation Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,23,FullStack Developer,Web Development_UI/UX Design,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
1786,Jonathan,Weiss,jonathan.weiss.1786@gslingacademy.com,male,False,2,Business Systems Analyst,Business Systems Analysis_Product Management,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
1787,Renee,Smith,renee.smith.1787@gslingacademy.com,female,False,34,UI Designer,User Experience Design_User Interface Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
1788,Tony,Hopkins,tony.hopkins.1788@gslingacademy.com,male,True,34,Information Security Specialist,Cybersecurity_Cloud Computing,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
1789,Thomas,Buckley,thomas.buckley.1789@gslingacademy.com,male,False,18,Software Architect,Technical Writing_Software Architecture,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
1790,Debra,Evans,debra.evans.1790@gslingacademy.com,female,False,21,IoT Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
1791,Richard,Bell,richard.bell.1791@gslingacademy.com,male,True,3,Mobile App Developer,Web Development_UI/UX Design,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
1792,Katelyn,Watkins,katelyn.watkins.1792@gslingacademy.com,female,False,31,Performance Tester,Software Testing_QA,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
1793,Michele,Stout,michele.stout.1793@gslingacademy.com,female,False,17,Product Manager,Business Systems Analysis_Product Management,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
1794,Lisa,Estes,lisa.estes.1794@gslingacademy.com,female,False,10,FullStack Developer,Web Development_UI/UX Design,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
1795,Casey,Hall,casey.hall.1795@gslingacademy.com,female,False,5,Android Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
